Episode,Plan,Why Actions?,Actions,Why Not?,Tree
2,"['occurs(move(learner,5,14),4)', 'occurs(move(learner,4,14),5)', 'occurs(move(learner,3,14),6)']","[[['holds(in(learner,6,14),4),-next_to(3,14,6,14)'], 'holds(in(learner,3,14),6)', 6], [['holds(in(learner,5,14),5),-next_to(3,14,5,14)'], 'holds(in(learner,3,14),6)', 6], []]","['shoot(learner,attacker2)', 'rotate(learner,north_west)', 'rotate(learner,south1)']","[[[], ['-holds(in_range(learner,attacker2),4)']], [['holds(face(learner,south),5),-next_dir(north_west,north_east)']], [['holds(face(learner,south),6),-next_dir(south1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south1),6)']
None
belief1 : 
[('holds(face(learner,south),6)', '-next_dir(south1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
2,[],[[]],"['move(learner,13,6)']","[[[], []]]","belief0 : 
['-occurs(move(learner,13,6),7)']
None
"
2,"['occurs(shoot(learner,attacker3),8)']",[[]],"['rotate(learner,north1)']","[[['holds(face(learner,south),8),-next_dir(north1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north1),8)']
None
belief1 : 
[('holds(face(learner,south),8)', '-next_dir(north1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
2,"['occurs(shoot(learner,attacker2),9)']",[[]],"['rotate(learner,north_west1)']","[[['holds(face(learner,south),9),-next_dir(north_west1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_west1),9)']
None
belief1 : 
[('holds(face(learner,south),9)', '-next_dir(north_west1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
3,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3]]","['rotate(learner,east2)']","[[['holds(face(learner,south),1),-next_dir(east2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,east2),1)']
None
belief1 : 
[('holds(face(learner,south),1)', '-next_dir(east2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
3,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3], [['holds(in(learner,9,14),2),-next_to(7,14,9,14)'], 'holds(in(learner,7,14),3)', 3]]","['rotate(learner,east2)', 'shoot(learner,attacker2)']","[[['holds(face(learner,south),1),-next_dir(east2,north_east)']], [[], ['-holds(in_range(learner,attacker2),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),2)']
None
belief1 : 
['-holds(in_range(learner,attacker2),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
3,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3], [['holds(in(learner,9,14),2),-next_to(7,14,9,14)'], 'holds(in(learner,7,14),3)', 3], []]","['rotate(learner,east2)', 'shoot(learner,attacker2)', 'move(learner,8,10)']","[[['holds(face(learner,south),1),-next_dir(east2,north_east)']], [[], ['-holds(in_range(learner,attacker2),2)']], [[], ['holds(in(learner,8,14),3),-next_to(8,10,8,14)']]]","belief0 : 
['-occurs(move(learner,8,10),3)']
None
"
3,"['occurs(move(learner,8,14),4)', 'occurs(move(learner,9,14),5)', 'occurs(move(learner,10,14),6)']","[[['holds(in(learner,8,15),4),-next_to(10,14,8,15)'], 'holds(in(learner,10,14),6)', 6]]","['move(learner,13,4)']","[[[], ['holds(in(learner,8,15),4),-next_to(13,4,8,15)']]]","belief0 : 
['-occurs(move(learner,13,4),4)']
None
"
3,"['occurs(move(learner,8,14),4)', 'occurs(move(learner,9,14),5)', 'occurs(move(learner,10,14),6)']","[[['holds(in(learner,8,15),4),-next_to(10,14,8,15)'], 'holds(in(learner,10,14),6)', 6], [['holds(in(learner,8,14),5),-next_to(10,14,8,14)'], 'holds(in(learner,10,14),6)', 6]]","['move(learner,13,4)', 'move(learner,12,5)']","[[[], ['holds(in(learner,8,15),4),-next_to(13,4,8,15)']], [[], ['holds(in(learner,8,14),5),-next_to(12,5,8,14)']]]","belief0 : 
['-occurs(move(learner,12,5),5)']
None
"
3,"['occurs(move(learner,8,14),4)', 'occurs(move(learner,9,14),5)', 'occurs(move(learner,10,14),6)']","[[['holds(in(learner,8,15),4),-next_to(10,14,8,15)'], 'holds(in(learner,10,14),6)', 6], [['holds(in(learner,8,14),5),-next_to(10,14,8,14)'], 'holds(in(learner,10,14),6)', 6], []]","['move(learner,13,4)', 'move(learner,12,5)', 'move(learner,8,12)']","[[[], ['holds(in(learner,8,15),4),-next_to(13,4,8,15)']], [[], ['holds(in(learner,8,14),5),-next_to(12,5,8,14)']], [[], ['holds(in(learner,9,14),6),-next_to(8,12,9,14)']]]","belief0 : 
['-occurs(move(learner,8,12),6)']
None
"
3,"['occurs(move(learner,8,14),7)']",[[]],"['shoot(learner,attacker2)']","[[[], ['-holds(in_range(learner,attacker2),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),7)']
None
belief1 : 
['-holds(in_range(learner,attacker2),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
3,"['occurs(shoot(learner,attacker2),8)']",[[]],"['move(learner,3,1)']","[[[], ['holds(in(learner,9,13),8),-next_to(3,1,9,13)']]]","belief0 : 
['-occurs(move(learner,3,1),8)']
None
"
3,"['occurs(shoot(learner,attacker1),9)']",[[]],"['shoot(learner,attacker2)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker2),9)']
None
"
4,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,10,14),1),-next_to(13,14,10,14)'], 'holds(in(learner,13,14),3)', 3]]","['rotate(learner,south_west)']","[[['holds(face(learner,south),1),-next_dir(south_west,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west),1)']
None
belief1 : 
[('holds(face(learner,south),1)', '-next_dir(south_west,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
4,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,10,14),1),-next_to(13,14,10,14)'], 'holds(in(learner,13,14),3)', 3], [['holds(in(learner,11,14),2),-next_to(13,14,11,14)'], 'holds(in(learner,13,14),3)', 3]]","['rotate(learner,south_west)', 'rotate(learner,north_east2)']","[[['holds(face(learner,south),1),-next_dir(south_west,north_east)']], [['holds(face(learner,south),2),-next_dir(north_east2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_east2),2)']
None
belief1 : 
[('holds(face(learner,south),2)', '-next_dir(north_east2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
4,"['occurs(move(learner,11,14),1)', 'occurs(move(learner,12,14),2)', 'occurs(move(learner,13,14),3)']","[[['holds(in(learner,10,14),1),-next_to(13,14,10,14)'], 'holds(in(learner,13,14),3)', 3], [['holds(in(learner,11,14),2),-next_to(13,14,11,14)'], 'holds(in(learner,13,14),3)', 3], []]","['rotate(learner,south_west)', 'rotate(learner,north_east2)', 'move(learner,4,7)']","[[['holds(face(learner,south),1),-next_dir(south_west,north_east)']], [['holds(face(learner,south),2),-next_dir(north_east2,north_east)']], [[], ['holds(in(learner,12,14),3),-next_to(4,7,12,14)']]]","belief0 : 
['-occurs(move(learner,4,7),3)']
None
"
4,"['occurs(move(learner,13,12),4)', 'occurs(move(learner,14,12),5)', 'occurs(move(learner,15,12),6)']","[[['holds(in(learner,12,12),4),-next_to(15,12,12,12)'], 'holds(in(learner,15,12),6)', 6]]","['rotate(learner,west1)']","[[['holds(face(learner,south),4),-next_dir(west1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,west1),4)']
None
belief1 : 
[('holds(face(learner,south),4)', '-next_dir(west1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
4,"['occurs(move(learner,13,12),4)', 'occurs(move(learner,14,12),5)', 'occurs(move(learner,15,12),6)']","[[['holds(in(learner,12,12),4),-next_to(15,12,12,12)'], 'holds(in(learner,15,12),6)', 6], [['holds(in(learner,13,12),5),-next_to(15,12,13,12)'], 'holds(in(learner,15,12),6)', 6]]","['rotate(learner,west1)', 'shoot(learner,attacker2)']","[[['holds(face(learner,south),4),-next_dir(west1,north_east)']], [[], ['-holds(in_range(learner,attacker2),5)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),5)']
None
belief1 : 
['-holds(in_range(learner,attacker2),5)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
4,"['occurs(move(learner,13,12),4)', 'occurs(move(learner,14,12),5)', 'occurs(move(learner,15,12),6)']","[[['holds(in(learner,12,12),4),-next_to(15,12,12,12)'], 'holds(in(learner,15,12),6)', 6], [['holds(in(learner,13,12),5),-next_to(15,12,13,12)'], 'holds(in(learner,15,12),6)', 6], []]","['rotate(learner,west1)', 'shoot(learner,attacker2)', 'move(learner,14,4)']","[[['holds(face(learner,south),4),-next_dir(west1,north_east)']], [[], ['-holds(in_range(learner,attacker2),5)']], [[], ['holds(in(learner,14,12),6),-next_to(14,4,14,12)']]]","belief0 : 
['-occurs(move(learner,14,4),6)']
None
"
4,"['occurs(move(learner,17,11),7)', 'occurs(move(learner,18,11),8)']","[[['holds(in(learner,16,11),7),-next_to(18,11,16,11)'], 'holds(in(learner,18,11),8)', 8]]","['shoot(learner,attacker2)']","[[[], ['-holds(in_range(learner,attacker2),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),7)']
None
belief1 : 
['-holds(in_range(learner,attacker2),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
4,"['occurs(move(learner,17,11),7)', 'occurs(move(learner,18,11),8)']","[[['holds(in(learner,16,11),7),-next_to(18,11,16,11)'], 'holds(in(learner,18,11),8)', 8], []]","['shoot(learner,attacker2)', 'shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker2),7)']], [[], ['-holds(in_range(learner,attacker3),8)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),8)']
None
belief1 : 
['-holds(in_range(learner,attacker3),8)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
4,[],[[]],"['move(learner,0,7)']","[[[], []]]","belief0 : 
['-occurs(move(learner,0,7),9)']
None
"
4,[],[[]],"['shoot(learner,attacker2)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker2),10)']
None
"
4,[],[[]],"['move(learner,14,9)']","[[[], []]]","belief0 : 
['-occurs(move(learner,14,9),11)']
None
"
4,[],[[]],"['rotate(learner,south1)']",[[[]]],"belief0 : 
['-occurs(rotate(learner,south1),12)']
None
"
4,[],[[]],"['rotate(learner,east2)']",[[[]]],"belief0 : 
['-occurs(rotate(learner,east2),13)']
None
"
4,[],[[]],"['move(learner,5,14)']","[[[], []]]","belief0 : 
['-occurs(move(learner,5,14),14)']
None
"
4,[],[[]],"['shoot(learner,attacker2)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker2),15)']
None
"
4,[],[[]],"['rotate(learner,south_east2)']",[[[]]],"belief0 : 
['-occurs(rotate(learner,south_east2),16)']
None
"
4,[],[[]],"['shoot(learner,attacker3)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker3),17)']
None
"
4,[],[[]],"['move(learner,13,14)']","[[[], []]]","belief0 : 
['-occurs(move(learner,13,14),18)']
None
"
4,[],[[]],"['move(learner,14,9)']","[[[], []]]","belief0 : 
['-occurs(move(learner,14,9),19)']
None
"
4,[],[[]],"['shoot(learner,attacker3)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker3),20)']
None
"
4,[],[[]],"['shoot(learner,attacker1)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker1),21)']
None
"
5,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3]]","['shoot(learner,attacker3)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),1)']
None
belief1 : 
['-holds(in_range(learner,attacker3),1)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
5,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3], [['holds(in(learner,7,14),2),-next_to(5,14,7,14)'], 'holds(in(learner,5,14),3)', 3]]","['shoot(learner,attacker3)', 'shoot(learner,attacker2)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker2),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),2)']
None
belief1 : 
['-holds(in_range(learner,attacker2),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
5,"['occurs(move(learner,7,14),1)', 'occurs(move(learner,6,14),2)', 'occurs(move(learner,5,14),3)']","[[['holds(in(learner,8,14),1),-next_to(5,14,8,14)'], 'holds(in(learner,5,14),3)', 3], [['holds(in(learner,7,14),2),-next_to(5,14,7,14)'], 'holds(in(learner,5,14),3)', 3], []]","['shoot(learner,attacker3)', 'shoot(learner,attacker2)', 'move(learner,9,12)']","[[[], ['-holds(in_range(learner,attacker3),1)', '-holds(in_range(learner,attacker3),1)']], [[], ['-holds(in_range(learner,attacker2),2)']], [[], ['holds(in(learner,6,14),3),-next_to(9,12,6,14)']]]","belief0 : 
['-occurs(move(learner,9,12),3)']
None
"
5,[],[[]],"['shoot(learner,attacker2)']","[[[], ['-holds(in_range(learner,attacker2),4)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),4)']
None
belief1 : 
['-holds(in_range(learner,attacker2),4)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
5,"['occurs(move(learner,5,14),5)']",[[]],"['rotate(learner,south_west2)']","[[['holds(face(learner,south),5),-next_dir(south_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west2),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(south_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
5,[],[[]],"['shoot(learner,attacker2)']","[[[], ['-holds(in_range(learner,attacker2),6)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),6)']
None
belief1 : 
['-holds(in_range(learner,attacker2),6)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
5,[],[[]],"['shoot(learner,attacker1)']","[[[], ['-holds(in_range(learner,attacker1),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),7)']
None
belief1 : 
['-holds(in_range(learner,attacker1),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
5,"['occurs(shoot(learner,attacker2),8)']",[[]],"['rotate(learner,north2)']","[[['holds(face(learner,south),8),-next_dir(north2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north2),8)']
None
belief1 : 
[('holds(face(learner,south),8)', '-next_dir(north2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
5,"['occurs(shoot(learner,attacker2),9)']",[[]],"['shoot(learner,attacker2)']","[[[], []]]","belief0 : 
['-occurs(shoot(learner,attacker2),9)']
None
"
6,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,11,14),2)', 'occurs(move(learner,12,14),3)']","[[['holds(in(learner,10,15),1),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),3)', 3]]","['rotate(learner,north_west2)']","[[['holds(face(learner,south),1),-next_dir(north_west2,north_east)']]]","belief0 : 
['-occurs(rotate(learner,north_west2),1)']
None
belief1 : 
[('holds(face(learner,south),1)', '-next_dir(north_west2,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
6,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,11,14),2)', 'occurs(move(learner,12,14),3)']","[[['holds(in(learner,10,15),1),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),3)', 3], [['holds(in(learner,10,14),2),-next_to(12,14,10,14)'], 'holds(in(learner,12,14),3)', 3]]","['rotate(learner,north_west2)', 'shoot(learner,attacker2)']","[[['holds(face(learner,south),1),-next_dir(north_west2,north_east)']], [[], ['-holds(in_range(learner,attacker2),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),2)']
None
belief1 : 
['-holds(in_range(learner,attacker2),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
6,"['occurs(move(learner,10,14),1)', 'occurs(move(learner,11,14),2)', 'occurs(move(learner,12,14),3)']","[[['holds(in(learner,10,15),1),-next_to(12,14,10,15)'], 'holds(in(learner,12,14),3)', 3], [['holds(in(learner,10,14),2),-next_to(12,14,10,14)'], 'holds(in(learner,12,14),3)', 3], []]","['rotate(learner,north_west2)', 'shoot(learner,attacker2)', 'shoot(learner,attacker1)']","[[['holds(face(learner,south),1),-next_dir(north_west2,north_east)']], [[], ['-holds(in_range(learner,attacker2),2)']], [[], ['-holds(in_range(learner,attacker1),3)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),3)']
None
belief1 : 
['-holds(in_range(learner,attacker1),3)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
6,"['occurs(move(learner,11,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,9,14),6)']","[[['holds(in(learner,11,15),4),-next_to(9,14,11,15)'], 'holds(in(learner,9,14),6)', 6]]","['move(learner,10,2)']","[[[], ['holds(in(learner,11,15),4),-next_to(10,2,11,15)']]]","belief0 : 
['-occurs(move(learner,10,2),4)']
None
"
6,"['occurs(move(learner,11,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,9,14),6)']","[[['holds(in(learner,11,15),4),-next_to(9,14,11,15)'], 'holds(in(learner,9,14),6)', 6], [['holds(in(learner,11,14),5),-next_to(9,14,11,14)'], 'holds(in(learner,9,14),6)', 6]]","['move(learner,10,2)', 'rotate(learner,west)']","[[[], ['holds(in(learner,11,15),4),-next_to(10,2,11,15)']], [['holds(face(learner,south),5),-next_dir(west,north_east)']]]","belief0 : 
['-occurs(rotate(learner,west),5)']
None
belief1 : 
[('holds(face(learner,south),5)', '-next_dir(west,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
6,"['occurs(move(learner,11,14),4)', 'occurs(move(learner,10,14),5)', 'occurs(move(learner,9,14),6)']","[[['holds(in(learner,11,15),4),-next_to(9,14,11,15)'], 'holds(in(learner,9,14),6)', 6], [['holds(in(learner,11,14),5),-next_to(9,14,11,14)'], 'holds(in(learner,9,14),6)', 6], []]","['move(learner,10,2)', 'rotate(learner,west)', 'move(learner,10,14)']","[[[], ['holds(in(learner,11,15),4),-next_to(10,2,11,15)']], [['holds(face(learner,south),5),-next_dir(west,north_east)']], [['holds(in(learner,10,14),6)'], ['holds(in(learner,10,14),6),-next_to(10,14,10,14)']]]","belief0 : 
['-occurs(move(learner,10,14),6)']
None
belief1 : 
['holds(in(learner,10,14),6)']
[['-occurs(move(R,X,Y),I)', 'holds(in(R,X,Y),I)']]
belief2 : 
['occurs(move(learner,10,14),5)']
[['holds(in(R,X,Y),I+1)', 'occurs(move(R,X,Y),I)'], ['holds(in(learner,11,15),0)', ''], ['holds(in(learner,11,15),1)', '']]
"
6,"['occurs(move(learner,10,14),7)', 'occurs(move(learner,9,14),8)']","[[['holds(in(learner,11,14),7),-next_to(9,14,11,14)'], 'holds(in(learner,9,14),8)', 8]]","['shoot(learner,attacker2)']","[[[], ['-holds(in_range(learner,attacker2),7)']]]","belief0 : 
['-occurs(shoot(learner,attacker2),7)']
None
belief1 : 
['-holds(in_range(learner,attacker2),7)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
6,"['occurs(move(learner,10,14),7)', 'occurs(move(learner,9,14),8)']","[[['holds(in(learner,11,14),7),-next_to(9,14,11,14)'], 'holds(in(learner,9,14),8)', 8], []]","['shoot(learner,attacker2)', 'rotate(learner,south_east)']","[[[], ['-holds(in_range(learner,attacker2),7)']], [['holds(face(learner,south),8),-next_dir(south_east,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_east),8)']
None
belief1 : 
[('holds(face(learner,south),8)', '-next_dir(south_east,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
6,[],[[]],"['move(learner,18,7)']","[[[], ['holds(in(learner,10,13),9),-next_to(18,7,10,13)']]]","belief0 : 
['-occurs(move(learner,18,7),9)']
None
"
6,[],[[]],"['rotate(learner,south_west1)']","[[['holds(face(learner,south),10),-next_dir(south_west1,north_east)']]]","belief0 : 
['-occurs(rotate(learner,south_west1),10)']
None
belief1 : 
[('holds(face(learner,south),10)', '-next_dir(south_west1,south)')]
[['-occurs(rotate(R,D1),I)', 'holds(face(R,D2),I),-next_dir(D1,D2)']]
belief2 : 
[]
[['holds(face(learner,south),0)', ''], ['holds(face(learner,south),1)', '']]
"
6,"['occurs(move(learner,8,13),11)', 'occurs(move(learner,7,13),12)', 'occurs(move(learner,6,13),13)']","[[['holds(in(learner,9,13),11),-next_to(6,13,9,13)'], 'holds(in(learner,6,13),13)', 13]]","['move(learner,7,1)']","[[[], ['holds(in(learner,9,13),11),-next_to(7,1,9,13)']]]","belief0 : 
['-occurs(move(learner,7,1),11)']
None
"
6,"['occurs(move(learner,8,13),11)', 'occurs(move(learner,7,13),12)', 'occurs(move(learner,6,13),13)']","[[['holds(in(learner,9,13),11),-next_to(6,13,9,13)'], 'holds(in(learner,6,13),13)', 13], [['holds(in(learner,8,13),12),-next_to(6,13,8,13)'], 'holds(in(learner,6,13),13)', 13]]","['move(learner,7,1)', 'move(learner,14,13)']","[[[], ['holds(in(learner,9,13),11),-next_to(7,1,9,13)']], [[], ['holds(in(learner,8,13),12),-next_to(14,13,8,13)']]]","belief0 : 
['-occurs(move(learner,14,13),12)']
None
"
6,"['occurs(move(learner,8,13),11)', 'occurs(move(learner,7,13),12)', 'occurs(move(learner,6,13),13)']","[[['holds(in(learner,9,13),11),-next_to(6,13,9,13)'], 'holds(in(learner,6,13),13)', 13], [['holds(in(learner,8,13),12),-next_to(6,13,8,13)'], 'holds(in(learner,6,13),13)', 13], []]","['move(learner,7,1)', 'move(learner,14,13)', 'shoot(learner,attacker1)']","[[[], ['holds(in(learner,9,13),11),-next_to(7,1,9,13)']], [[], ['holds(in(learner,8,13),12),-next_to(14,13,8,13)']], [[], ['-holds(in_range(learner,attacker1),13)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),13)']
None
belief1 : 
['-holds(in_range(learner,attacker1),13)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
7,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3]]","['move(learner,9,13)']","[[[], ['holds(in(learner,9,15),1),-next_to(9,13,9,15)']]]","belief0 : 
['-occurs(move(learner,9,13),1)']
None
"
7,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3], [['holds(in(learner,9,14),2),-next_to(7,14,9,14)'], 'holds(in(learner,7,14),3)', 3]]","['move(learner,9,13)', 'shoot(learner,attacker1)']","[[[], ['holds(in(learner,9,15),1),-next_to(9,13,9,15)']], [[], ['-holds(in_range(learner,attacker1),2)']]]","belief0 : 
['-occurs(shoot(learner,attacker1),2)']
None
belief1 : 
['-holds(in_range(learner,attacker1),2)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
7,"['occurs(move(learner,9,14),1)', 'occurs(move(learner,8,14),2)', 'occurs(move(learner,7,14),3)']","[[['holds(in(learner,9,15),1),-next_to(7,14,9,15)'], 'holds(in(learner,7,14),3)', 3], [['holds(in(learner,9,14),2),-next_to(7,14,9,14)'], 'holds(in(learner,7,14),3)', 3], []]","['move(learner,9,13)', 'shoot(learner,attacker1)', 'shoot(learner,attacker3)']","[[[], ['holds(in(learner,9,15),1),-next_to(9,13,9,15)']], [[], ['-holds(in_range(learner,attacker1),2)']], [[], ['-holds(in_range(learner,attacker3),3)']]]","belief0 : 
['-occurs(shoot(learner,attacker3),3)']
None
belief1 : 
['-holds(in_range(learner,attacker3),3)']
[['-occurs(shoot(R,A),I)', '-holds(in_range(R,A),I)']]
"
7,"['occurs(move(learner,7,14),4)', 'occurs(move(learner,6,14),5)', 'occurs(move(learner,5,14),6)']","[[['holds(in(learner,7,15),4),-next_to(5,14,7,15)'], 'holds(in(learner,5,14),6)', 6]]","['move(learner,15,2)']","[[[], ['holds(in(learner,7,15),4),-next_to(15,2,7,15)']]]","belief0 : 
['-occurs(move(learner,15,2),4)']
None
"
